ASX Code,Security Group Code,Issuer Name Full,Product Description Abbrev,Last Price ($),Business Date
K2F   ,EQY,K2FLY LIMITED                                               ,ORDINARY            ,0.089,20230629
KAI   ,EQY,KAIROS MINERALS LIMITED                                     ,ORDINARY            ,0.019,20230630
KAL   ,EQY,KALGOORLIE GOLD MINING LIMITED                              ,ORDINARY            ,0.03,20230630
KAM   ,EQY,K2 ASSET MANAGEMENT HOLDINGS LTD                            ,ORDINARY            ,0.073,20230630
KAR   ,EQY,KAROON ENERGY LTD                                           ,ORDINARY            ,1.97,20230630
KAT   ,EQY,KATANA CAPITAL LIMITED                                      ,ORDINARY            ,1.12,20230630
KAU   ,EQY,KAISER REEF LIMITED                                         ,ORDINARY            ,0.2,20230630
KBC   ,EQY,KEYBRIDGE CAPITAL LIMITED                                   ,ORDINARY            ,0.042,20230622
KCC   ,EQY,KINCORA COPPER LIMITED                                      ,CDI 1:1             ,0.07,20230630
KCN   ,EQY,KINGSGATE CONSOLIDATED LIMITED.                             ,ORDINARY            ,1.505,20230630
KDY   ,EQY,KADDY LIMITED                                               ,ORDINARY            ,0.027,20230223
KED   ,EQY,KEYPATH EDUCATION INTERNATIONAL INC.                        ,CDI1:1 USPROHEXCLQIB,0.36,20230630
KEY   ,EQY,KEY PETROLEUM LIMITED                                       ,ORDINARY            ,0.001,20230630
KFM   ,EQY,KINGFISHER MINING LTD                                       ,ORDINARY            ,0.295,20230630
KGD   ,EQY,KULA GOLD LIMITED                                           ,ORDINARY            ,0.017,20230630
KGL   ,EQY,KGL RESOURCES LIMITED                                       ,ORDINARY            ,0.18,20230630
KGN   ,EQY,KOGAN.COM LTD                                               ,ORDINARY            ,4.85,20230630
KIL   ,EQY,KILAND LTD                                                  ,ORDINARY            ,2,20230630
KIN   ,EQY,KIN MINING NL                                               ,ORDINARY            ,0.028,20230630
KKO   ,EQY,KINETIKO ENERGY LTD                                         ,ORDINARY            ,0.087,20230629
KLI   ,EQY,KILLI RESOURCES LIMITED                                     ,ORDINARY            ,0.05,20230630
KLL   ,EQY,KALIUM LAKES LIMITED                                        ,ORDINARY            ,0.025,20230601
KLO   ,EQY,KINGSLAND GLOBAL LTD                                        ,CDI 1:1             ,0.024,20211222
KLR   ,EQY,KAILI RESOURCES LIMITED                                     ,ORDINARY            ,0.013,20230627
KLS   ,EQY,KELSIAN GROUP LIMITED                                       ,ORDINARY            ,7.26,20230630
KMD   ,EQY,KMD BRANDS LIMITED                                          ,ORD FOR.EXEMPT NZX  ,0.925,20230630
KME   ,EQY,KIP MCGRATH EDUCATION CENTRES LIMITED                       ,ORDINARY            ,0.475,20230630
KNB   ,EQY,KOONENBERRY GOLD LIMITED                                    ,ORDINARY            ,0.033,20230629
KNG   ,EQY,KINGSLAND MINERALS LTD                                      ,ORDINARY            ,0.325,20230630
KNI   ,EQY,KUNIKO LIMITED                                              ,ORDINARY            ,0.43,20230628
KNM   ,EQY,KNEOMEDIA LIMITED                                           ,ORDINARY            ,0.004,20230630
KNO   ,EQY,KNOSYS LIMITED                                              ,ORDINARY            ,0.06,20230630
KOB   ,EQY,KOBA RESOURCES LIMITED                                      ,ORDINARY            ,0.155,20230630
KOR   ,EQY,KORAB RESOURCES LIMITED                                     ,ORDINARY            ,0.022,20230630
KOV   ,EQY,KORVEST LTD                                                 ,ORDINARY            ,7.75,20230630
KP2   ,EQY,KORE POTASH PLC                                             ,CDI 1:1             ,0.013,20230630
KPG   ,EQY,KELLY PARTNERS GROUP HOLDINGS LIMITED                       ,ORDINARY            ,4.72,20230630
KPO   ,EQY,KALINA POWER LIMITED                                        ,ORDINARY            ,0.009,20230630
KRM   ,EQY,KINGSROSE MINING LIMITED                                    ,ORDINARY            ,0.068,20230630
KRR   ,EQY,KING RIVER RESOURCES LIMITED                                ,ORDINARY            ,0.007,20230630
KSC   ,EQY,K & S CORPORATION LIMITED                                   ,ORDINARY            ,2.45,20230629
KSL   ,EQY,KINA SECURITIES LIMITED                                     ,ORDINARY            ,0.74,20230630
KSN   ,EQY,KINGSTON RESOURCES LIMITED                                  ,ORDINARY            ,0.078,20230630
KSS   ,EQY,KLEOS SPACE S.A                                             ,CDI 1:1             ,0.1,20230428
KTA   ,EQY,KRAKATOA RESOURCES LIMITED                                  ,ORDINARY            ,0.024,20230630
KTG   ,EQY,K-TIG LIMITED                                               ,ORDINARY            ,-,-
KYP   ,EQY,KINATICO LTD                                                ,ORDINARY            ,0.1,20230630
KZA   ,EQY,KAZIA THERAPEUTICS LIMITED                                  ,ORDINARY            ,0.16,20230630
KZR   ,EQY,KALAMAZOO RESOURCES LIMITED                                 ,ORDINARY            ,0.115,20230630
L1M   ,EQY,LIGHTNING MINERALS LTD                                      ,ORDINARY            ,0.155,20230630
LAM   ,EQY,LARAMIDE RESOURCES LTD                                      ,CDI 1:1             ,0.52,20230628
LAU   ,EQY,LINDSAY AUSTRALIA LIMITED                                   ,ORDINARY            ,1.14,20230630
LAW   ,EQY,LAWFINANCE LIMITED                                          ,ORDINARY            ,0.005,20230420
LBL   ,EQY,LASERBOND LIMITED                                           ,ORDINARY            ,0.75,20230630
LBT   ,EQY,LBT INNOVATIONS LIMITED                                     ,ORDINARY            ,0.03,20230630
LCE   ,EQY,LONDON CITY EQUITIES LIMITED                                ,ORDINARY            ,0.48,20230628
LCL   ,EQY,LCL RESOURCES LIMITED                                       ,ORDINARY            ,0.03,20230630
LCT   ,EQY,LIVING CELL TECHNOLOGIES LIMITED                            ,ORDINARY            ,0.015,20230630
LCY   ,EQY,LEGACY IRON ORE LIMITED                                     ,ORDINARY            ,0.02,20230630
LDR   ,EQY,LODE RESOURCES LTD                                          ,ORDINARY            ,0.155,20230630
LDX   ,EQY,LUMOS DIAGNOSTICS HOLDINGS LIMITED                          ,ORDINARY            ,0.011,20230630
LEG   ,EQY,LEGEND MINING LIMITED                                       ,ORDINARY            ,0.041,20230630
LEL   ,EQY,LITHIUM ENERGY LIMITED                                      ,ORDINARY            ,0.865,20230630
LER   ,EQY,LEAF RESOURCES LTD                                          ,ORDINARY            ,0.014,20230630
LEX   ,EQY,LEFROY EXPLORATION LIMITED                                  ,ORDINARY            ,0.2,20230630
LFS   ,EQY,LATITUDE GROUP HOLDINGS LIMITED                             ,ORDINARY            ,1.215,20230630
LGI   ,EQY,LGI LIMITED                                                 ,ORDINARY            ,2.57,20230630
LGL   ,EQY,LYNCH GROUP HOLDINGS LIMITED                                ,ORDINARY            ,2.61,20230630
LGM   ,EQY,LEGACY MINERALS HOLDINGS LIMITED                            ,ORDINARY            ,0.13,20230630
LGP   ,EQY,LITTLE GREEN PHARMA LTD                                     ,ORDINARY            ,0.155,20230630
LHM   ,EQY,LAND & HOMES GROUP LIMITED                                  ,ORDINARY            ,0.009,20230630
LIC   ,EQY,LIFESTYLE COMMUNITIES LIMITED                               ,ORDINARY            ,15.66,20230630
LIN   ,EQY,LINDIAN RESOURCES LIMITED                                   ,ORDINARY            ,0.36,20230630
LIO   ,EQY,LION ENERGY LIMITED                                         ,ORDINARY            ,0.023,20230630
LIS   ,EQY,LI-S ENERGY LIMITED                                         ,ORDINARY            ,0.24,20230630
LIT   ,EQY,LITHIUM AUSTRALIA LIMITED                                   ,ORDINARY            ,0.033,20230630
LKE   ,EQY,LAKE RESOURCES N.L.                                         ,ORDINARY            ,0.3,20230630
LKO   ,EQY,LAKES BLUE ENERGY NL                                        ,ORDINARY            ,0.001,20230628
LKY   ,EQY,LOCKSLEY RESOURCES LIMITED                                  ,ORDINARY            ,0.062,20230630
LLI   ,EQY,LOYAL LITHIUM LIMITED                                       ,ORDINARY            ,0.32,20230328
LLL   ,EQY,LEO LITHIUM LIMITED                                         ,ORDINARY            ,1.07,20230630
LLO   ,EQY,LION ONE METALS LIMITED                                     ,CDI 1:1             ,0.79,20230629
LM1   ,EQY,LEEUWIN METALS LTD                                          ,ORDINARY            ,0.4,20230630
LM8   ,EQY,LUNNON METALS LIMITED                                       ,ORDINARY            ,0.95,20230630
LME   ,EQY,LIMEADE INC.                                                ,CDI 1:1             ,0.395,20230630
LMG   ,EQY,LATROBE MAGNESIUM LIMITED                                   ,ORDINARY            ,0.053,20230630
LML   ,EQY,LINCOLN MINERALS LIMITED                                    ,ORDINARY            ,0.015,20230630
LMLND ,EQY,LINCOLN MINERALS LIMITED                                    ,ORDINARY NEW        ,0.01,20230627
LNK   ,EQY,LINK ADMINISTRATION HOLDINGS LIMITED                        ,ORDINARY            ,1.67,20230630
LNR   ,EQY,LANTHANEIN RESOURCES LTD                                    ,ORDINARY            ,0.015,20230630
LNU   ,EQY,LINIUS TECHNOLOGIES LIMITED                                 ,ORDINARY            ,0.004,20230630
LNW   ,EQY,LIGHT & WONDER INC.                                         ,CDI1:1FOREXEMPT XNGS,103.94,20230630
LOM   ,EQY,LUCAPA DIAMOND COMPANY LIMITED                              ,ORDINARY            ,0.035,20230630
LOT   ,EQY,LOTUS RESOURCES LIMITED                                     ,ORDINARY            ,0.185,20230630
LOV   ,EQY,LOVISA HOLDINGS LIMITED                                     ,ORDINARY            ,19.3,20230630
LPD   ,EQY,LEPIDICO LTD                                                ,ORDINARY            ,0.011,20230630
LPE   ,EQY,LOCALITY PLANNING ENERGY HOLDINGS LIMITED                   ,ORDINARY            ,0.052,20230630
LPI   ,EQY,LITHIUM POWER INTERNATIONAL LIMITED                         ,ORDINARY            ,0.295,20230630
LPM   ,EQY,LITHIUM PLUS MINERALS LTD.                                  ,ORDINARY            ,0.27,20230630
LRD   ,EQY,LORD RESOURCES LIMITED                                      ,ORDINARY            ,0.09,20230630
LRK   ,EQY,LARK DISTILLING CO. LTD                                     ,ORDINARY            ,1.32,20230630
LRL   ,EQY,LABYRINTH RESOURCES LIMITED                                 ,ORDINARY            ,0.01,20230628
LRS   ,EQY,LATIN RESOURCES LIMITED                                     ,ORDINARY            ,0.32,20230630
LRV   ,EQY,LARVOTTO RESOURCES LIMITED                                  ,ORDINARY            ,0.135,20230630
LSA   ,EQY,LACHLAN STAR LIMITED                                        ,ORDINARY            ,0.009,20230630
LSF   ,EQY,L1 LONG SHORT FUND LIMITED                                  ,ORDINARY            ,2.81,20230630
LSR   ,EQY,LODESTAR MINERALS LIMITED                                   ,ORDINARY            ,0.004,20230630
LSX   ,EQY,LION SELECTION GROUP LIMITED.                               ,ORDINARY            ,0.44,20230630
LTR   ,EQY,LIONTOWN RESOURCES LIMITED                                  ,ORDINARY            ,2.83,20230630
LV1   ,EQY,LIVE VERDURE LTD                                            ,ORDINARY            ,0.099,20230627
LVE   ,EQY,LOVE GROUP GLOBAL LTD                                       ,ORDINARY            ,0.135,20230629
LVH   ,EQY,LIVEHIRE LIMITED                                            ,ORDINARY            ,0.055,20230630
LVT   ,EQY,LIVETILES LIMITED                                           ,ORDINARY            ,0.011,20230630
LYC   ,EQY,LYNAS RARE EARTHS LIMITED                                   ,ORDINARY            ,6.85,20230630
LYK   ,EQY,LYKOS METALS LIMITED                                        ,ORDINARY            ,0.068,20230630
LYL   ,EQY,LYCOPODIUM LIMITED                                          ,ORDINARY            ,10.58,20230630
LYN   ,EQY,LYCAON RESOURCES LTD                                        ,ORDINARY            ,0.245,20230630
M24   ,EQY,MAMBA EXPLORATION LIMITED                                   ,ORDINARY            ,0.071,20230630
M2M   ,EQY,MT MALCOLM MINES NL                                         ,ORDINARY            ,0.026,20230630
M2R   ,EQY,MIRAMAR RESOURCES LIMITED                                   ,ORDINARY            ,0.035,20230630
M3M   ,EQY,M3 MINING LIMITED                                           ,ORDINARY            ,0.155,20230630
M4M   ,EQY,MACRO METALS LIMITED                                        ,ORDINARY            ,0.003,20230630
M7T   ,EQY,MACH7 TECHNOLOGIES LIMITED                                  ,ORDINARY            ,0.62,20230630
M8S   ,EQY,M8 SUSTAINABLE LIMITED                                      ,ORDINARY            ,0.009,20230208
MAD   ,EQY,MADER GROUP LIMITED                                         ,ORDINARY            ,5.7,20230630
MAF   ,EQY,MA FINANCIAL GROUP LIMITED                                  ,ORDINARY            ,5.08,20230630
MAG   ,EQY,MAGMATIC RESOURCES LIMITED                                  ,ORDINARY            ,0.09,20230630
MAH   ,EQY,MACMAHON HOLDINGS LIMITED                                   ,ORDINARY            ,0.155,20230630
MAM   ,EQY,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED                ,ORDINARY            ,0.605,20230630
